Main_Title,Sub_Title,Venue,Fees,Date
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Los Angeles - USA,"$ 15,900",17 - 28 Aug 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Amsterdam - The Netherlands,"$ 11,900",07 - 18 Sep 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Miami - USA,"$ 15,900",05 - 16 Oct 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",26 Oct - 06 Nov 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Geneva - Switzerland,"$ 11,900",02 - 13 Nov 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 15,900",23 Nov - 04 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",30 Nov - 11 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Paris - France,"$ 11,900",21 Dec - 01 Jan 2027
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Online,"$ 7,900",18 - 29 May 2026
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,Barcelona - Spain,"$ 11,900",27 Oct - 07 Nov 2025
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,London - UK,"$ 11,900",22 Dec - 02 Jan 2026
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,Singapore City - Singapore,"$ 11,900",16 - 27 Mar 2026
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,London - UK,"$ 11,900",15 - 26 Jun 2026
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,Amsterdam - The Netherlands,"$ 11,900",10 - 21 Aug 2026
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,Barcelona - Spain,"$ 11,900",26 Oct - 06 Nov 2026
Project Management Masterclass,Master the Art of Leading High-PerformingProject Teams from Start to Finish,London - UK,"$ 11,900",21 Dec - 01 Jan 2027
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",24 - 28 Nov 2025
Advanced Contract Management,Maximising Contract Effectiveness,Barcelona - Spain,"$ 5,950",01 - 05 Dec 2025
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Advanced Contract Management,Maximising Contract Effectiveness,New York - USA,"$ 7,950",25 - 29 May 2026
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",27 - 31 Jul 2026
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",12 - 16 Oct 2026
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Advanced Contract Management,Maximising Contract Effectiveness,Barcelona - Spain,"$ 5,950",30 Nov - 04 Dec 2026
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Contract Management,Maximising Contract Effectiveness,Online,"$ 3,950",30 Mar - 03 Apr 2026
Advanced Contract Management,Maximising Contract Effectiveness,Online,"$ 3,950",12 - 16 Oct 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Vienna - Austria,"$ 5,950",17 - 21 Aug 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",02 - 06 Nov 2026
Commercial and Business Contracts,A Practical Guide,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Commercial and Business Contracts,A Practical Guide,Rome - Italy,"$ 5,950",01 - 05 Dec 2025
Commercial and Business Contracts,A Practical Guide,London - UK,"$ 5,950",18 - 22 May 2026
Commercial and Business Contracts,A Practical Guide,Barcelona - Spain,"$ 5,950",08 - 12 Jun 2026
Commercial and Business Contracts,A Practical Guide,Dubai - UAE,"$ 5,950",13 - 17 Jul 2026
Commercial and Business Contracts,A Practical Guide,London - UK,"$ 5,950",12 - 16 Oct 2026
Commercial and Business Contracts,A Practical Guide,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Commercial and Business Contracts,A Practical Guide,Rome - Italy,"$ 5,950",30 Nov - 04 Dec 2026
Commercial and Business Contracts,A Practical Guide,Online,"$ 3,950",01 - 05 Dec 2025
Commercial and Business Contracts,A Practical Guide,Online,"$ 3,950",30 Nov - 04 Dec 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",03 - 07 Nov 2025
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,Singapore City - Singapore,"$ 5,950",17 - 21 Nov 2025
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",20 - 24 Apr 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",03 - 07 Aug 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",02 - 06 Nov 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,Singapore City - Singapore,"$ 5,950",16 - 20 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",17 - 21 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",08 - 12 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 6,950",15 - 19 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",05 - 09 Jan 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",13 - 17 Apr 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",20 - 24 Jul 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Houston - USA,"$ 7,950",05 - 09 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",19 - 23 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",16 - 20 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",23 - 27 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",07 - 11 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",14 - 18 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",23 - 27 Nov 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Paris - France,"$ 5,950",03 - 07 Nov 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",22 - 26 Dec 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",25 - 29 May 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Riyadh - Saudi Arabia,"$ 5,950",08 - 12 Jun 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",06 - 10 Jul 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Lisbon - Portugal,"$ 5,950",17 - 21 Aug 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Manama - Bahrain,"$ 5,950",14 - 18 Sep 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",28 Sep - 02 Oct 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Milan - Italy,"$ 5,950",12 - 16 Oct 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Paris - France,"$ 5,950",02 - 06 Nov 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",21 - 25 Dec 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$ 3,950",22 - 26 Dec 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$ 3,950",08 - 12 Jun 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$ 3,950",21 - 25 Dec 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Vienna - Austria,"$ 5,950",17 - 21 Aug 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",02 - 06 Nov 2026
Effective Project Coordination & Management,Tools and Techniques to Maximize Project Value from Initiation to Completion,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Effective Project Coordination & Management,Tools and Techniques to Maximize Project Value from Initiation to Completion,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Effective Project Coordination & Management,Tools and Techniques to Maximize Project Value from Initiation to Completion,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Effective Project Coordination & Management,Tools and Techniques to Maximize Project Value from Initiation to Completion,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Effective Project Coordination & Management,Tools and Techniques to Maximize Project Value from Initiation to Completion,Abu Dhabi - UAE,"$ 5,950",28 Sep - 02 Oct 2026
