Main_Title,Sub_Title,Venue,Fees,Date,Links
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,London,"$11,900",31 Aug - 11 Sep 2026,https://glomacs.com/training-course/oil-gas-industry-quality-management-system-auditorlead-auditor-training
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Dubai,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/business-system-analysis
Quality Assurance and Control,Improving Quality and Performance Excellence,London,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/quality-assurance-control
Structured Problem Solving Using Lean Sigma,,Dubai,"$5,950",07 - 11 Sep 2026,https://glomacs.com/training-course/structured-problem-solving-using-lean-sigma
Analytical and Auditing Skills,Using Data as a Basis for Action,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/analytical-and-auditing-skills
Information & Documentation Compliance,Streamlining Documents in A Digital Age,Online,"$3,950",14 - 18 Sep 2026,https://glomacs.com/training-course/information-and-documentation-compliance
Lean Six Sigma Green Belt Certification Training,"Learning How to Understand, Reduce & Manage Variation to Ensure Consistently Good Product, Service & Performance",Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/lean-six-sigma-foundation-green-belt-programme
Analytical and Auditing Skills,Using Data as a Basis for Action,Online,"$3,950",14 - 18 Sep 2026,https://glomacs.com/training-course/analytical-and-auditing-skills
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/cybersecurity-information-governance-legal-risk-management-and-compliance-with-iso-records-management-controls
Lean Six Sigma Green Belt Certification Training,"Learning How to Understand, Reduce & Manage Variation to Ensure Consistently Good Product, Service & Performance",Online,"$3,950",14 - 18 Sep 2026,https://glomacs.com/training-course/lean-six-sigma-foundation-green-belt-programme
Sustainable Investment,Assessments and Performance of Sustainable Investments,Amsterdam,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/sustainable-investment
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Amsterdam,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Amsterdam,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/achieving-business-process-change
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Amsterdam,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/governance-risk-compliance
Information & Documentation Compliance,Streamlining Documents in A Digital Age,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/information-and-documentation-compliance
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Online,"$3,950",21 - 25 Sep 2026,https://glomacs.com/training-course/essentials-of-quality-assurance
Mastering Workflow,"Collect, Process, Organise, Review & Perform",Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/mastering-workflow
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,London,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/essentials-of-quality-assurance
Mastering Workflow,"Collect, Process, Organise, Review & Perform",Online,"$3,950",21 - 25 Sep 2026,https://glomacs.com/training-course/mastering-workflow
Lean Six Sigma Yellow Belt Certification Training,Empowering Professionals with Foundational Skills for Process Improvement and Operational Excellence,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/lean-six-sigma-yellow-belt-certification-training
Simplification of Work Processes and Procedures,"Methodologies, Implementation & Monitoring",London,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/simplification-of-work-processes-and-procedures
Quality Assurance and Management System,"Concepts for Quality Management, Implementation & Audit",London,"$11,900",21 Sep - 02 Oct 2026,https://glomacs.com/training-course/quality-assurance-and-management-system
Quality Assurance and Management System,"Concepts for Quality Management, Implementation & Audit",Online,"$7,900",21 Sep - 02 Oct 2026,https://glomacs.com/training-course/quality-assurance-and-management-system
Simplification of Work Processes and Procedures,"Methodologies, Implementation & Monitoring",Dubai,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/simplification-of-work-processes-and-procedures
Quality Assurance in Practice,Implementation of ISO 9001 and Assessment,Online,"$3,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/quality-assurance-in-practice
Opportunity Auditing,Delivering Measurable Benefits,London,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/opportunity-auditing
Data Analysis for Internal Auditing,Boosting Audit Efficiency Through Data Analysis,Dubai,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/data-analysis-for-internal-auditing
Quality Assurance in Practice,Implementation of ISO 9001 and Assessment,London,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/quality-assurance-in-practice
Data Analysis for Internal Auditing,Boosting Audit Efficiency Through Data Analysis,Online,"$3,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/data-analysis-for-internal-auditing
Strategic Quality Management: A Roadmap to Organizational Brilliance,Putting Quality at the Centre of Your Organizations Strategy,London,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/strategic-quality-management-a-roadmap-to-organizational-brilliance
Mastering Excellence: Strategic Quality Management and Business Improvement Techniques,Integrative Strategies to Navigating the Path to Achieving Operational Excellence,London,"$11,900",28 Sep - 09 Oct 2026,https://glomacs.com/training-course/mastering-excellence-strategic-quality-management-and-business-improvement-techniques
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,London,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/business-improvement-and-quality-techniques
Data Science for Operational Excellence,Leveraging Data-Driven Insights to Optimize Business Performance,London,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/data-science-for-operational-excellence
Financial Crime and Intelligence Analysis,The Effective Use of Financial Intelligence Against Money Laundering and Financial Crime,Online,"$3,950",05 - 09 Oct 2026,https://glomacs.com/training-course/financial-crime-and-intelligence-analysis
Achieving Operational Excellence Through People,"Delivering Superior Values to Customers, Employees and Stakeholders",Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/achieving-operational-excellence-through-people
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/professional-business-analysis-level-1
Structured Problem Solving Using Lean Sigma,,London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/structured-problem-solving-using-lean-sigma
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/governance-risk-compliance
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Lean Six Sigma Black Belt Certification Training,Enhancing Business Value by Minimizing Variability and Reducing Waste,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/lean-six-sigma-black-belt
Operational Excellence through Lean Six Sigma,"Driving Efficiency, Quality, and Continuous Improvement in Business Operations",London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/operational-excellence-through-lean-six-sigma
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Operational Excellence in Crisis Management and Contingency Planning,Strategies for Resilient Operations: Crisis Management and Contingency Planning,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/operational-excellence-in-crisis-management-and-contingency-planning
Model Definition and Business Structuring,Understanding and Designing the Right Business Model and Structure,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/model-definition-and-business-structuring
"Fraud Detection, Tracing and Forensic Examination in the Oil and Gas Industry",Helping you Identify and Reduce Fraud in the Workplace,London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/fraud-detection-tracing-and-forensic-examination-in-the-oil-and-gas-industry
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Business Process Redesign and Re-Engineering,A Systematic Approach to Improve Organizational Performance,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/business-process-redesign-and-re-engineering
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Integrated Quality Management Systems (QMS) and Implementing Hazardous Waste Concepts,"Effective Implementation of ISO 9001,14001 and 45001 Standards incorporating Waste Management Principles",Dubai,"$11,900",12 - 23 Oct 2026,https://glomacs.com/training-course/integrated-quality-management-systems-qms-and-implementing-hazardous-waste-concepts
Integrated Quality Management Systems (QMS) and Implementing Hazardous Waste Concepts,"Effective Implementation of ISO 9001,14001 and 45001 Standards incorporating Waste Management Principles",Online,"$7,900",12 - 23 Oct 2026,https://glomacs.com/training-course/integrated-quality-management-systems-qms-and-implementing-hazardous-waste-concepts
Achieving Operational Excellence Through People,"Delivering Superior Values to Customers, Employees and Stakeholders",London,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/achieving-operational-excellence-through-people
Operational Excellence for Leaders,Guiding Breakthrough Strategies for Enhanced Competitive Advantage,Lisbon,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/operational-excellence-for-leaders
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Online,"$3,950",19 - 23 Oct 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Lean Six Sigma Green Belt Certification Training,"Learning How to Understand, Reduce & Manage Variation to Ensure Consistently Good Product, Service & Performance",Madrid,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/lean-six-sigma-foundation-green-belt-programme
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Amsterdam,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Sustainable Investment,Assessments and Performance of Sustainable Investments,London,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/sustainable-investment
"Understanding, Developing & Maintaining Oil & Gas Industry Quality Management Systems",Learn the Benefits of World Class Effective Quality Management Systems,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/understanding-developing-maintaining-oil-gas-industry-quality-management-systems
Business Development: A Toolkit for Organisational Success,"Master Business DevelopmentThrough Knowledge, Skill, and Discipline",London,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/business-developmenta-toolkit-for-organisational-success
"Understanding, Developing & Maintaining Oil & Gas Industry Quality Management Systems",Learn the Benefits of World Class Effective Quality Management Systems,Online,"$3,950",26 - 30 Oct 2026,https://glomacs.com/training-course/understanding-developing-maintaining-oil-gas-industry-quality-management-systems
Business Process Management (BPM) Methodologies and Tools,Enhancing Organisational Agility and Efficiency through Process-Oriented Management,London,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/business-process-management-bpm-methodologies-and-tools
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai,"$11,900",26 Oct - 06 Nov 2026,https://glomacs.com/training-course/oil-gas-industry-quality-management-system-auditorlead-auditor-training
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Online,"$7,900",26 Oct - 06 Nov 2026,https://glomacs.com/training-course/oil-gas-industry-quality-management-system-auditorlead-auditor-training
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/achieving-business-process-change
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Amsterdam,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/professional-business-analysis-level-1
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",London,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/operational-process-design-and-improvement
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/sustainable-investment
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/governance-risk-compliance
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Amsterdam,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/business-system-analysis
Lean Six Sigma Master Black Belt Certification Training,Advanced Leadership in Process Improvement and Strategic Quality Management,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/lean-six-sigma-master-black-belt-certification-training
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/isoiec-270312011-lead-implementer-2
Analytical and Auditing Skills,Using Data as a Basis for Action,London,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/analytical-and-auditing-skills
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$3,950",02 - 06 Nov 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Online,"$3,950",02 - 06 Nov 2026,https://glomacs.com/training-course/isoiec-270312011-lead-implementer-2
Opportunity Auditing,Delivering Measurable Benefits,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/opportunity-auditing
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/auditing-corporate-governance
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/essentials-of-quality-assurance
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",London,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/business-process-analysis-modelling
QMS Audit and IFRS for Oil & Gas Industry,The Complete Guide to Auditing both Quality Management & Financial Standards in Oil & Gas,Dubai,"$11,900",02 - 13 Nov 2026,https://glomacs.com/training-course/qms-audit-and-ifrs-for-oil-gas-industry
QMS Audit and IFRS for Oil & Gas Industry,The Complete Guide to Auditing both Quality Management & Financial Standards in Oil & Gas,Online,"$7,900",02 - 13 Nov 2026,https://glomacs.com/training-course/qms-audit-and-ifrs-for-oil-gas-industry
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",London,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/mini-mba-business-essentials
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Abu Dhabi,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/business-process-analysis-modelling
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Online,"$3,950",09 - 13 Nov 2026,https://glomacs.com/training-course/mini-mba-business-essentials
Lean Logistics for Supply Chain Operations,Optimize Efficiency and Sustainability,London,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/lean-logistics-for-supply-chain-operations
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,Barcelona,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/governance-risk-compliance
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,Madrid,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/business-improvement-and-quality-techniques
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,Barcelona,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Measuring and Managing Customer Satisfaction,ISO 9001 and Beyond,Dubai,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/measuring-and-managing-customer-satisfaction
Design Thinking for Strategic Management,Overcoming Organizational Challenges through Innovative Solutions,Dubai,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/design-thinking-for-strategic-management
Business Development: A Toolkit for Organisational Success,"Master Business DevelopmentThrough Knowledge, Skill, and Discipline",Madrid,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/business-developmenta-toolkit-for-organisational-success
Management & Leadership Skills for Engineers and Science Based Professionals,Transforming the Professionals into Managers and Leaders,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/management-leadership-skills-for-science-based-professionals
ISO 50001: Energy Management Systems,Meeting International Standards in Energy Management,Online,"$3,950",23 - 27 Nov 2026,https://glomacs.com/training-course/iso-50001-energy-management-systems-meeting-international-standards-in-energy-management
Structured Problem Solving Using Lean Sigma,,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/structured-problem-solving-using-lean-sigma
ISO 50001: Energy Management Systems,Meeting International Standards in Energy Management,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/iso-50001-energy-management-systems-meeting-international-standards-in-energy-management
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Abu Dhabi,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Business Process Management (BPM) Methodologies and Tools,Enhancing Organisational Agility and Efficiency through Process-Oriented Management,Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/business-process-management-bpm-methodologies-and-tools
Total Quality Management TQM,Understanding the Core Principles and Philosophy of TQM,Jubail,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/total-quality-management-tqm
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
The Fundamentals of ISO 22320:2018,"Guidelines for Incident Management, Societal Security and Emergency Management",Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/the-fundamentals-of-iso-22320-2018
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",London,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/business-system-analysis
Lean Thinking,The Philosophy of Increasing Efficiency and Improving Customer Value,Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/lean-thinking
Managing Training & ROI through ISO 29993:2017 Workshop,Providing Sustainable Organisational Development,Dubai,"$3,950",07 - 09 Dec 2026,https://glomacs.com/training-course/managing-training-roi-through-iso-299932017-workshop
Managing Training & ROI through ISO 29993:2017 Workshop,Providing Sustainable Organisational Development,Online,"$2,950",07 - 09 Dec 2026,https://glomacs.com/training-course/managing-training-roi-through-iso-299932017-workshop
Business Process Redesign and Re-Engineering,A Systematic Approach to Improve Organizational Performance,London,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/business-process-redesign-and-re-engineering
Business Requirements Analysis and Technical Documentation,Mastering the Art of Eliciting Business Needs and Creating Clear Technical Documentation,Dubai,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/business-requirements-analysis-bra-and-technical-documentation
Data Analysis for Internal Auditing,Boosting Audit Efficiency Through Data Analysis,London,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/data-analysis-for-internal-auditing
Strategic Quality Management: A Roadmap to Organizational Brilliance,Putting Quality at the Centre of Your Organizations Strategy,Dubai,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/strategic-quality-management-a-roadmap-to-organizational-brilliance
Operational Excellence for Leaders,Guiding Breakthrough Strategies for Enhanced Competitive Advantage,London,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/operational-excellence-for-leaders
Lean Six Sigma Green Belt Certification Training,"Learning How to Understand, Reduce & Manage Variation to Ensure Consistently Good Product, Service & Performance",London,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/lean-six-sigma-foundation-green-belt-programme
Analytical and Auditing Skills,Using Data as a Basis for Action,London,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/analytical-and-auditing-skills
Business Excellence Strategy Development and Implementation,Designing and Executing High-Performance Strategies for Sustainable Organisational Success,Dubai,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/business-excellence-strategy-development-and-implementation
Leading Business Strategy Through Operational Excellence,Aligning Strategies and Operations to Enhance Corporate Values,Dubai,"$11,900",07 - 18 Dec 2026,https://glomacs.com/training-course/leading-business-strategy-through-operational-excellence
Mastering Excellence: Strategic Quality Management and Business Improvement Techniques,Integrative Strategies to Navigating the Path to Achieving Operational Excellence,Dubai,"$11,900",07 - 18 Dec 2026,https://glomacs.com/training-course/mastering-excellence-strategic-quality-management-and-business-improvement-techniques
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Online,"$3,950",14 - 18 Dec 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Simplification of Work Processes and Procedures,"Methodologies, Implementation & Monitoring",Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/simplification-of-work-processes-and-procedures
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/business-improvement-and-quality-techniques
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/operational-process-design-and-improvement
Sustainable Investment,Assessments and Performance of Sustainable Investments,Paris,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/sustainable-investment
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Online,"$3,950",14 - 18 Dec 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Operational Excellence through Lean Six Sigma,"Driving Efficiency, Quality, and Continuous Improvement in Business Operations",Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/operational-excellence-through-lean-six-sigma
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
QMS Audit and IFRS for Oil & Gas Industry,The Complete Guide to Auditing both Quality Management & Financial Standards in Oil & Gas,London,"$11,900",14 - 25 Dec 2026,https://glomacs.com/training-course/qms-audit-and-ifrs-for-oil-gas-industry
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Lean Six Sigma Green Belt Certification Training,"Learning How to Understand, Reduce & Manage Variation to Ensure Consistently Good Product, Service & Performance",Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/lean-six-sigma-foundation-green-belt-programme
Upstream Contracts Audit,,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/upstream-contracts-audit
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,Online,"$3,950",21 - 25 Dec 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/achieving-business-process-change
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/professional-business-analysis-level-1
Information & Documentation Compliance,Streamlining Documents in A Digital Age,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/information-and-documentation-compliance
Data Science for Operational Excellence,Leveraging Data-Driven Insights to Optimize Business Performance,Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/data-science-for-operational-excellence
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Amsterdam,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/mini-mba-business-essentials
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Lisbon,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,Online,"$3,950",21 - 25 Dec 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Business Development: A Toolkit for Organisational Success,"Master Business DevelopmentThrough Knowledge, Skill, and Discipline",Paris,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/business-developmenta-toolkit-for-organisational-success
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
