Main_Title,Sub_Title,Venue,Fees,Date
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,London - UK,"$ 5,950",21 - 25 Sep 2026
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,Amsterdam - The Netherlands,"$ 5,950",12 - 16 Oct 2026
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,Geneva - Switzerland,"$ 5,950",28 Dec - 01 Jan 2027
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",17 - 21 Nov 2025
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",29 Dec - 02 Jan 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",05 - 09 Jan 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali - Rwanda,"$ 5,950",09 - 13 Feb 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",27 Apr - 01 May 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Lisbon - Portugal,"$ 5,950",28 Sep - 02 Oct 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",16 - 20 Nov 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",28 Dec - 01 Jan 2027
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",17 - 21 Nov 2025
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",27 Apr - 01 May 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",16 - 20 Nov 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York - USA,"$ 6,950",17 - 21 Nov 2025
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",15 - 19 Dec 2025
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris - France,"$ 5,950",12 - 16 Jan 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Geneva - Switzerland,"$ 5,950",20 - 24 Apr 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",27 Apr - 01 May 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",13 - 17 Jul 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",17 - 21 Aug 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris - France,"$ 5,950",19 - 23 Oct 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York - USA,"$ 7,950",16 - 20 Nov 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",14 - 18 Dec 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",17 - 21 Nov 2025
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",29 Dec - 02 Jan 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",05 - 09 Jan 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali - Rwanda,"$ 5,950",09 - 13 Feb 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",27 Apr - 01 May 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Lisbon - Portugal,"$ 5,950",28 Sep - 02 Oct 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",16 - 20 Nov 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",28 Dec - 01 Jan 2027
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",17 - 21 Nov 2025
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",27 Apr - 01 May 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",16 - 20 Nov 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Paris - France,"$ 5,950",27 - 31 Oct 2025
Management - Masterclass,Improved Management through Leading-Edge Strategies,New York - USA,"$ 6,950",24 - 28 Nov 2025
Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",22 - 26 Dec 2025
Management - Masterclass,Improved Management through Leading-Edge Strategies,Dubai - UAE,"$ 5,950",13 - 17 Apr 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Geneva - Switzerland,"$ 5,950",27 Apr - 01 May 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",04 - 08 May 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Amsterdam - The Netherlands,"$ 5,950",24 - 28 Aug 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Paris - France,"$ 5,950",26 - 30 Oct 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,New York - USA,"$ 7,950",23 - 27 Nov 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",21 - 25 Dec 2026
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,New York - USA,"$ 13,900",17 - 28 Nov 2025
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London - UK,"$ 11,900",15 - 26 Dec 2025
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Geneva - Switzerland,"$ 11,900",20 Apr - 01 May 2026
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London - UK,"$ 11,900",27 Apr - 08 May 2026
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Amsterdam - The Netherlands,"$ 11,900",17 - 28 Aug 2026
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Paris - France,"$ 11,900",19 - 30 Oct 2026
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,New York - USA,"$ 15,900",16 - 27 Nov 2026
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London - UK,"$ 11,900",14 - 25 Dec 2026
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,New York - USA,"$ 13,900",17 - 28 Nov 2025
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London - UK,"$ 11,900",15 - 26 Dec 2025
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Geneva - Switzerland,"$ 11,900",20 Apr - 01 May 2026
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London - UK,"$ 11,900",27 Apr - 08 May 2026
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Amsterdam - The Netherlands,"$ 11,900",17 - 28 Aug 2026
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Paris - France,"$ 11,900",19 - 30 Oct 2026
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,New York - USA,"$ 15,900",16 - 27 Nov 2026
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London - UK,"$ 11,900",14 - 25 Dec 2026
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,London - UK,"$ 5,950",10 - 14 Nov 2025
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,Vienna - Austria,"$ 5,950",22 - 26 Dec 2025
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,Dubai - UAE,"$ 5,950",04 - 08 May 2026
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,London - UK,"$ 5,950",17 - 21 Aug 2026
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,Dubai - UAE,"$ 5,950",05 - 09 Oct 2026
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,London - UK,"$ 5,950",09 - 13 Nov 2026
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,Vienna - Austria,"$ 5,950",21 - 25 Dec 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Paris - France,"$ 5,950",27 - 31 Oct 2025
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,New York - USA,"$ 6,950",24 - 28 Nov 2025
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",22 - 26 Dec 2025
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Dubai - UAE,"$ 5,950",13 - 17 Apr 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Geneva - Switzerland,"$ 5,950",27 Apr - 01 May 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",04 - 08 May 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Amsterdam - The Netherlands,"$ 5,950",24 - 28 Aug 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Paris - France,"$ 5,950",26 - 30 Oct 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,New York - USA,"$ 7,950",23 - 27 Nov 2026
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",21 - 25 Dec 2026
Leading With Analysis,The Scientific Based Leadership,New York - USA,"$ 6,950",27 - 31 Oct 2025
Leading With Analysis,The Scientific Based Leadership,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Leading With Analysis,The Scientific Based Leadership,London - UK,"$ 5,950",22 - 26 Dec 2025
Leading With Analysis,The Scientific Based Leadership,Amsterdam - The Netherlands,"$ 5,950",12 - 16 Jan 2026
Leading With Analysis,The Scientific Based Leadership,Oslo - Norway,"$ 5,950",02 - 06 Mar 2026
Leading With Analysis,The Scientific Based Leadership,Dubai - UAE,"$ 5,950",04 - 08 May 2026
Leading With Analysis,The Scientific Based Leadership,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Leading With Analysis,The Scientific Based Leadership,Amsterdam - The Netherlands,"$ 5,950",24 - 28 Aug 2026
Leading With Analysis,The Scientific Based Leadership,New York - USA,"$ 7,950",26 - 30 Oct 2026
Leading With Analysis,The Scientific Based Leadership,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Leading With Analysis,The Scientific Based Leadership,London - UK,"$ 5,950",21 - 25 Dec 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Edinburgh - UK,"$ 5,950",04 - 08 May 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,London - UK,"$ 5,950",20 - 24 Jul 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Abu Dhabi - UAE,"$ 5,950",10 - 14 Aug 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Online,"$ 3,950",23 - 27 Mar 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Paris - France,"$ 5,950",27 - 31 Oct 2025
Management - Masterclass,Improved Management through Leading-Edge Strategies,New York - USA,"$ 6,950",24 - 28 Nov 2025
Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",22 - 26 Dec 2025
Management - Masterclass,Improved Management through Leading-Edge Strategies,Dubai - UAE,"$ 5,950",13 - 17 Apr 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Geneva - Switzerland,"$ 5,950",27 Apr - 01 May 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",04 - 08 May 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Amsterdam - The Netherlands,"$ 5,950",24 - 28 Aug 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,Paris - France,"$ 5,950",26 - 30 Oct 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,New York - USA,"$ 7,950",23 - 27 Nov 2026
Management - Masterclass,Improved Management through Leading-Edge Strategies,London - UK,"$ 5,950",21 - 25 Dec 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Prague - Czech Republic,"$ 5,950",27 - 31 Oct 2025
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,London - UK,"$ 5,950",06 - 10 Apr 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Abu Dhabi - UAE,"$ 5,950",24 - 28 Aug 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,London - UK,"$ 5,950",07 - 11 Sep 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Prague - Czech Republic,"$ 5,950",26 - 30 Oct 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Online,"$ 3,950",11 - 15 May 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London - UK,"$ 5,950",01 - 05 Dec 2025
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London - UK,"$ 5,950",26 - 30 Jan 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Barcelona - Spain,"$ 5,950",11 - 15 May 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Oslo - Norway,"$ 5,950",08 - 12 Jun 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Dubai - UAE,"$ 5,950",20 - 24 Jul 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Lisbon - Portugal,"$ 5,950",10 - 14 Aug 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Online,"$ 3,950",01 - 05 Dec 2025
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Online,"$ 3,950",08 - 12 Jun 2026
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Online,"$ 3,950",30 Nov - 04 Dec 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London - UK,"$ 5,950",03 - 07 Nov 2025
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London - UK,"$ 5,950",05 - 09 Jan 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,Miami - USA,"$ 7,950",11 - 15 May 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,Milan - Italy,"$ 5,950",07 - 11 Sep 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,Madrid - Spain,"$ 5,950",05 - 09 Oct 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London - UK,"$ 5,950",02 - 06 Nov 2026
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,Online,"$ 3,950",03 - 07 Nov 2025
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,Online,"$ 3,950",02 - 06 Nov 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",10 - 14 Nov 2025
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Geneva - Switzerland,"$ 7,000",01 - 05 Dec 2025
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",29 Dec - 02 Jan 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",05 - 09 Jan 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",20 - 24 Apr 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Dubai - UAE,"$ 7,000",11 - 15 May 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Nice - France,"$ 7,000",01 - 05 Jun 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",13 - 17 Jul 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Munich - Germany,"$ 7,000",07 - 11 Sep 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Amsterdam - The Netherlands,"$ 7,000",19 - 23 Oct 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",09 - 13 Nov 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Geneva - Switzerland,"$ 7,000",30 Nov - 04 Dec 2026
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London - UK,"$ 7,000",28 Dec - 01 Jan 2027
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Prague - Czech Republic,"$ 5,950",27 - 31 Oct 2025
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,London - UK,"$ 5,950",06 - 10 Apr 2026
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Abu Dhabi - UAE,"$ 5,950",24 - 28 Aug 2026
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,London - UK,"$ 5,950",07 - 11 Sep 2026
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Prague - Czech Republic,"$ 5,950",26 - 30 Oct 2026
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Online,"$ 3,950",11 - 15 May 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",03 - 07 Nov 2025
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Los Angeles - USA,"$ 6,950",08 - 12 Dec 2025
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",09 - 13 Feb 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",18 - 22 May 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Istanbul - Turkey,"$ 5,950",06 - 10 Jul 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,New York - USA,"$ 7,950",28 Sep - 02 Oct 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",02 - 06 Nov 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Paris - France,"$ 5,950",07 - 11 Dec 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Online,"$ 3,950",03 - 07 Nov 2025
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Online,"$ 3,950",02 - 06 Nov 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,London - UK,"$ 5,950",08 - 12 Dec 2025
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,London - UK,"$ 5,950",07 - 11 Dec 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Online,"$ 3,950",03 - 07 Nov 2025
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Online,"$ 3,950",18 - 22 May 2026
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Online,"$ 3,950",02 - 06 Nov 2026
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",London - UK,"$ 5,950",10 - 14 Nov 2025
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Nice - France,"$ 5,950",18 - 22 May 2026
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Dubai - UAE,"$ 5,950",13 - 17 Jul 2026
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",London - UK,"$ 5,950",09 - 13 Nov 2026
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Amsterdam - The Netherlands,"$ 5,950",21 - 25 Dec 2026
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Online,"$ 3,950",09 - 13 Nov 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",03 - 07 Nov 2025
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Los Angeles - USA,"$ 6,950",08 - 12 Dec 2025
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",09 - 13 Feb 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,London - UK,"$ 5,950",18 - 22 May 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Istanbul - Turkey,"$ 5,950",06 - 10 Jul 2026
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
